PMID,year,type,num_citations,num_authors,authors,institutions,c04_referencelist,subfield,field,domain,sustainable_development_goals,sdg_query_source,keyword_analysis,collaborative_index,license,journal_impact_factor,citations_geographical,page_count,publisher,apc_paid,open_access_status,Novelty
51079202,2012,article,151,4,"['Gavin Turrell', 'Michele Haynes', 'Lee-Ann M. Wilson', 'Billie Giles‐Corti']","['Queensland University of Technology', 'University of Queensland', 'Queensland University of Technology', 'Victorian Health Promotion Foundation', 'University of Melbourne']","[{'item': 51170783}, {'item': 91011779}, {'item': 85247071}, {'item': 30301042}, {'item': 35866833}, {'item': 60477555}, {'item': 1332235}, {'item': 50204211}, {'item': 49786077}, {'item': 46190290}, {'item': 17224645}, {'item': 26920594}, {'item': 73840379}, {'item': 99721147}, {'item': 32373414}, {'item': 56249952}, {'item': 77879917}, {'item': 64515645}, {'item': 54754111}, {'item': 61818175}, {'item': 74583179}, {'item': 15418160}, {'item': 24803300}, {'item': 82934364}, {'item': 44871205}, {'item': 54476334}, {'item': 11564760}, {'item': 94405906}, {'item': 64195159}, {'item': 41705358}, {'item': 56843320}, {'item': 57697907}, {'item': 45073051}, {'item': 65343261}, {'item': 12667576}, {'item': 4126634}, {'item': 28447273}, {'item': 78948936}, {'item': 28582086}, {'item': 1111229}, {'item': 9276226}, {'item': 85532469}, {'item': 21455212}, {'item': 29304553}, {'item': 18563101}, {'item': 73710888}, {'item': 58523475}, {'item': 87013259}, {'item': 47480358}, {'item': 99693569}, {'item': 8705861}, {'item': 73121737}, {'item': 89668628}, {'item': 85589094}, {'item': 34031807}, {'item': 22578854}, {'item': 80148083}, {'item': 50986665}, {'item': 79904708}, {'item': 87798666}, {'item': 50135064}, {'item': 39907143}, {'item': 46664750}, {'item': 29694577}, {'item': 80153884}, {'item': 87278245}]",Neighbourhood (mathematics),Disadvantaged,Walkability,['Reduced Inequalities'],Reduced Inequalities,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-2.5830995273567456
86759700,2012,article,91,5,"['Denise Faulks', 'Lori Freedman', 'S. A. THOMPSON', 'Darius Sagheri', 'Alison Dougall']","['Université Clermont Auvergne', 'Trinity College Dublin', 'Cardiff University', 'University Hospital Cologne', 'University of Cologne', 'Trinity College Dublin']","[{'item': 1783766}, {'item': 63308280}, {'item': 70625505}, {'item': 94906318}, {'item': 45763690}, {'item': 45846743}, {'item': 36986234}, {'item': 55166879}, {'item': 95737826}, {'item': 74881219}, {'item': 6364197}, {'item': 64386675}, {'item': 88891028}, {'item': 4338979}, {'item': 69506609}, {'item': 11573265}, {'item': 74749524}, {'item': 13159599}, {'item': 78979539}, {'item': 83262591}, {'item': 92732341}, {'item': 72355622}, {'item': 24311968}, {'item': 24326182}, {'item': 96745106}, {'item': 46549789}, {'item': 56808569}, {'item': 56913088}, {'item': 24877950}, {'item': 60081193}, {'item': 21448565}, {'item': 25046453}, {'item': 30333607}, {'item': 20612054}, {'item': 23555273}, {'item': 98206161}, {'item': 99550739}, {'item': 29705762}, {'item': 95775269}, {'item': 18348747}, {'item': 8259043}, {'item': 21034880}, {'item': 67534819}, {'item': 25761720}, {'item': 82437261}, {'item': 33215866}, {'item': 14686821}, {'item': 74710068}, {'item': 65361375}, {'item': 5363508}, {'item': 65538775}, {'item': 65561305}, {'item': 90203325}, {'item': 46151372}, {'item': 4255922}, {'item': 39238101}, {'item': 11787938}, {'item': 56229731}, {'item': 66621801}, {'item': 78948024}, {'item': 50112887}, {'item': 34294602}, {'item': 49253457}, {'item': 29906305}, {'item': 38941670}, {'item': 58862502}, {'item': 62223462}, {'item': 90976980}, {'item': 69778509}, {'item': 1854134}, {'item': 4277700}, {'item': 66416906}, {'item': 72532919}, {'item': 2124442}, {'item': 12807921}, {'item': 70094613}, {'item': 73553580}, {'item': 97281732}, {'item': 97234462}, {'item': 55901906}, {'item': 99262979}, {'item': 52414410}, {'item': 1928809}, {'item': 42290797}, {'item': 43190281}, {'item': 56671498}, {'item': 5736509}, {'item': 97681833}, {'item': 43855442}, {'item': 22158174}, {'item': 91043210}, {'item': 71596754}, {'item': 75451906}, {'item': 2604396}, {'item': 1739855}, {'item': 91135812}, {'item': 71201825}, {'item': 87224518}, {'item': 11723599}, {'item': 97144362}, {'item': 2020462}, {'item': 69521007}, {'item': 61315129}, {'item': 53175878}, {'item': 90926565}, {'item': 28596214}, {'item': 9083035}]",Medicine,Health care,Curriculum,['Reduced Inequalities'],Reduced Inequalities,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-1.6049958789238856
85036389,2012,article,78,5,"['Tracie L. Stewart', 'Ioana M. Latu', 'Nyla R. Branscombe', 'Nia L. Phillips', 'H. Ted Denney']","['University of Mississippi', 'University of Neuchâtel', 'University of Kansas', 'University of Prince Edward Island', 'Georgia State University']","[{'item': 69265632}, {'item': 68191858}, {'item': 6276502}, {'item': 22126932}, {'item': 70610831}, {'item': 62851705}, {'item': 18985483}, {'item': 64659618}, {'item': 28572450}, {'item': 14949316}, {'item': 86019047}, {'item': 64666131}, {'item': 37385840}, {'item': 13426471}, {'item': 6862402}, {'item': 60916297}, {'item': 48609854}, {'item': 14086260}, {'item': 75431085}, {'item': 34867492}, {'item': 2038976}, {'item': 54159855}, {'item': 26578334}, {'item': 17419285}, {'item': 1353160}, {'item': 68381131}, {'item': 60935233}, {'item': 81290172}, {'item': 90821588}, {'item': 65388375}, {'item': 88405563}, {'item': 99085503}]",White (mutation),White privilege,Privilege (computing),['Reduced Inequalities'],Reduced Inequalities,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-4.063899658177728
72559617,2012,article,74,3,"['Omidreza Saadatian', 'Kamaruzzaman Sopian', 'Elias Salleh']","['National University of Malaysia', 'National University of Malaysia', 'National University of Malaysia']","[{'item': 33139319}, {'item': 38261826}, {'item': 87406619}, {'item': 63998660}, {'item': 53688779}, {'item': 23584407}, {'item': 9766092}, {'item': 95117387}, {'item': 70701185}, {'item': 47537152}, {'item': 33310966}, {'item': 69092041}, {'item': 18194239}, {'item': 25460290}, {'item': 77772764}, {'item': 37824743}, {'item': 84349116}, {'item': 22404588}, {'item': 13164447}, {'item': 5076951}, {'item': 2054697}, {'item': 59661227}, {'item': 79859789}, {'item': 65043169}, {'item': 3550592}, {'item': 47906261}, {'item': 84766616}, {'item': 71595639}, {'item': 85880243}, {'item': 55041978}, {'item': 3198800}, {'item': 56548851}, {'item': 92941131}, {'item': 69599720}, {'item': 41402646}, {'item': 779024}]",Sustainability,Cohesion (chemistry),Adaptation (eye),['Sustainable Cities and Communities'],Sustainable Cities and Communities,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-3.8211779441691927
13688424,2012,article,357,4,"['Paul G. Bain', 'Matthew J. Hornsey', 'Renata Bongiorno', 'Carla Jeffries']","['University of Queensland', 'University of Queensland', 'University of Queensland', 'University of Queensland']","[{'item': 42122104}, {'item': 30265931}, {'item': 49027524}, {'item': 61126868}, {'item': 96001563}, {'item': 97943072}, {'item': 89502980}, {'item': 75668504}, {'item': 80345182}, {'item': 69221031}, {'item': 67117963}, {'item': 2515052}, {'item': 54636705}, {'item': 28550810}, {'item': 64934160}, {'item': 10352662}, {'item': 90573026}, {'item': 76760208}, {'item': 52979900}, {'item': 56211173}, {'item': 38232302}, {'item': 37984592}, {'item': 39756175}, {'item': 52960746}, {'item': 44884473}, {'item': 63666714}, {'item': 94467738}, {'item': 62074620}, {'item': 76070435}]",Climate change,Framing (construction),Political science,['Climate Action'],Climate Action,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-4.267465046797612
68054488,2012,article,319,4,"['D.L.T. Hegger', 'Machiel Lamers', 'Annemarie van Zeijl‐Rozema', 'Carel Dieperink']","['Utrecht University', 'Maastricht University', 'Wageningen University & Research', 'Maastricht University', 'Utrecht University']","[{'item': 45422694}, {'item': 77595276}, {'item': 29423163}, {'item': 8249957}, {'item': 45124170}, {'item': 65818796}, {'item': 17726429}, {'item': 54951051}, {'item': 61565761}, {'item': 38266420}, {'item': 803039}, {'item': 35069233}, {'item': 72754114}, {'item': 30242747}, {'item': 22218458}, {'item': 90926815}, {'item': 2650785}, {'item': 15375265}, {'item': 23443466}, {'item': 29872104}, {'item': 33815200}, {'item': 74355307}, {'item': 19379772}, {'item': 6264545}, {'item': 31394390}, {'item': 57768322}, {'item': 61653815}, {'item': 60992014}, {'item': 50009515}, {'item': 10188101}, {'item': 69042026}, {'item': 89025678}, {'item': 77286561}, {'item': 70444013}, {'item': 66032778}, {'item': 73214721}, {'item': 65090907}, {'item': 86678255}, {'item': 53683509}, {'item': 61572055}, {'item': 93337561}, {'item': 33860331}, {'item': 33220790}, {'item': 79992419}, {'item': 53183295}, {'item': 24123490}, {'item': 8698418}, {'item': 79887498}, {'item': 46095928}, {'item': 52994640}, {'item': 44702077}, {'item': 49004897}, {'item': 2522045}, {'item': 34424911}, {'item': 54327752}, {'item': 76879765}, {'item': 17450573}, {'item': 47922991}, {'item': 9980121}, {'item': 95526806}, {'item': 98993847}, {'item': 45880883}, {'item': 5667212}, {'item': 88676853}, {'item': 97936753}, {'item': 85679770}, {'item': 28982511}, {'item': 48161535}, {'item': 87363287}, {'item': 89030386}, {'item': 2551867}, {'item': 36110304}, {'item': 33212732}, {'item': 23101055}, {'item': 31505880}, {'item': 39693634}, {'item': 81109465}, {'item': 70262027}, {'item': 41220959}, {'item': 43214245}, {'item': 52405625}, {'item': 43026840}, {'item': 45411097}, {'item': 84251167}, {'item': 15855978}, {'item': 10382911}, {'item': 18684683}, {'item': 3241655}, {'item': 7883670}, {'item': 50284048}, {'item': 25070543}, {'item': 34721739}, {'item': 64723537}, {'item': 4058788}, {'item': 58459929}, {'item': 83049481}, {'item': 2565222}]",Sustainability,Formative assessment,Production (economics),['Climate Action'],Climate Action,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-1.8031776842123475
57904578,2012,article,181,3,"['Brian Stone', 'Jason Vargo', 'Dana Habeeb']","['Georgia Institute of Technology', 'Georgia Institute of Technology', 'Georgia Institute of Technology']","[{'item': 52689152}, {'item': 24315818}, {'item': 12285701}, {'item': 77484734}, {'item': 89239984}, {'item': 11891009}, {'item': 34831088}, {'item': 35198947}, {'item': 43969008}, {'item': 79636605}, {'item': 41403523}, {'item': 28831827}, {'item': 40528311}, {'item': 38578174}, {'item': 43638874}, {'item': 14332725}, {'item': 34801029}, {'item': 3396232}, {'item': 19437253}, {'item': 36806955}, {'item': 68232009}, {'item': 81334408}, {'item': 54663859}, {'item': 34119755}, {'item': 64559719}, {'item': 63376009}, {'item': 43729460}, {'item': 97974386}, {'item': 75610975}, {'item': 23714366}, {'item': 2872859}, {'item': 34177022}, {'item': 19464903}, {'item': 35645876}, {'item': 20953442}, {'item': 19101508}, {'item': 80653643}, {'item': 41432191}, {'item': 3543545}]",Greenhouse gas,Climate change,Work (physics),['Climate Action'],Climate Action,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-3.6567017476952484
90822856,2012,article,627,3,"['Durk Nijdam', 'Trudy Rood', 'Henk Westhoek']","['Netherlands Environmental Assessment Agency', 'Netherlands Environmental Assessment Agency', 'Netherlands Environmental Assessment Agency']","[{'item': 289643}, {'item': 5105920}, {'item': 19985998}, {'item': 13772607}, {'item': 19744827}, {'item': 83185771}, {'item': 7079229}, {'item': 12385714}, {'item': 22381600}, {'item': 86888550}, {'item': 36519396}, {'item': 7576517}, {'item': 74753481}, {'item': 58972159}, {'item': 54348701}, {'item': 59132736}, {'item': 31204135}, {'item': 32285749}, {'item': 94985302}, {'item': 57099189}, {'item': 3317095}, {'item': 44999265}, {'item': 53310119}, {'item': 1397513}, {'item': 63892759}, {'item': 77741272}, {'item': 6370190}, {'item': 15319280}, {'item': 46291814}, {'item': 44049581}, {'item': 53195729}, {'item': 51207611}, {'item': 87157437}, {'item': 90423865}, {'item': 12233173}, {'item': 23557848}, {'item': 64504932}, {'item': 40345757}, {'item': 11449143}, {'item': 30098602}, {'item': 98758504}, {'item': 74949975}, {'item': 16802322}, {'item': 95695110}, {'item': 73397290}, {'item': 21679830}, {'item': 17264176}, {'item': 37449066}, {'item': 38912515}, {'item': 73295186}, {'item': 26472103}, {'item': 8720363}, {'item': 33861906}, {'item': 35014750}, {'item': 48532663}, {'item': 99197148}, {'item': 53324649}, {'item': 55160756}, {'item': 76677465}, {'item': 43880654}, {'item': 90503434}, {'item': 56163707}, {'item': 20185516}, {'item': 25027599}, {'item': 79344076}, {'item': 88611605}, {'item': 30097966}, {'item': 54718147}, {'item': 14190705}, {'item': 3035976}, {'item': 47505798}, {'item': 16756824}, {'item': 47766602}, {'item': 87050406}, {'item': 102341}, {'item': 32774822}, {'item': 7553308}, {'item': 99418773}, {'item': 81913874}, {'item': 90926565}, {'item': 14411287}, {'item': 40507441}]",Animal husbandry,Arable land,Carbon footprint,['Life On Land'],Life On Land,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-2.1429757578031423
80304216,2012,article,206,6,"['Sébastien Dupont', 'Guillaume Lemetais', 'Thierry Ferreira', 'Philippe Cayot', 'Patrick Gervais', 'Laurent Beney']","['Procédés Alimentaires et Microbiologiques', 'Université de Bourgogne', 'Procédés Alimentaires et Microbiologiques', 'Université de Bourgogne', 'Procédés Alimentaires et Microbiologiques', 'Université de Bourgogne', 'Université de Bourgogne', 'Procédés Alimentaires et Microbiologiques', 'Procédés Alimentaires et Microbiologiques', 'Université de Bourgogne']","[{'item': 81132483}, {'item': 89603266}, {'item': 86346774}, {'item': 75061108}, {'item': 89350270}, {'item': 916931}, {'item': 78720450}, {'item': 97114225}, {'item': 75737092}, {'item': 9333639}, {'item': 79899953}, {'item': 31022480}, {'item': 76965464}, {'item': 38726499}, {'item': 23129345}, {'item': 51915337}, {'item': 15481724}, {'item': 52721887}, {'item': 23741334}, {'item': 65626680}, {'item': 35664540}, {'item': 69031276}, {'item': 29340946}, {'item': 92658004}, {'item': 14120578}, {'item': 45028046}, {'item': 12537870}, {'item': 87900856}, {'item': 7477030}, {'item': 23751593}, {'item': 7956280}, {'item': 23384551}]",Biology,Ergosterol,Yeast,['Life On Land'],Life On Land,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-4.063899658177728
12495567,2012,article,147,1,['Gregory J. Retallack'],['University of Oregon'],"[{'item': 22413387}, {'item': 95351722}, {'item': 41221441}, {'item': 31790021}, {'item': 58247247}, {'item': 9261216}, {'item': 85324394}, {'item': 35064722}, {'item': 13595642}, {'item': 79301454}, {'item': 48899950}, {'item': 90505472}, {'item': 3152603}, {'item': 87170004}, {'item': 85783452}, {'item': 63809635}, {'item': 97158822}, {'item': 2152177}, {'item': 30800281}, {'item': 62867905}, {'item': 35671196}, {'item': 45665433}, {'item': 81867828}, {'item': 59309739}, {'item': 99156882}, {'item': 60849572}, {'item': 57084013}, {'item': 11551632}, {'item': 3147330}]",Geology,Paleontology,Facies,['Life On Land'],Life On Land,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-4.267465046797612
10750829,2012,article,134,11,"['Thomas Koellner', 'Laura de Baan', 'Tabea Beck', 'Miguel Brandão', 'Bárbara Civit', 'Mark Goedkoop', 'Manuele Margni', 'Llorenç Milà i Canals', 'Ruedi Müller‐Wenk', 'Bo P. Weidema', 'Bastian Wittstock']","['University of Bayreuth', 'ETH Zurich', 'University of Stuttgart', 'Joint Research Centre', 'National Technological University', 'PRé Consultants', 'Polytechnique Montréal', 'Unilever (United Kingdom)', 'University of St. Gallen', 'University of St. Gallen', 'University of Stuttgart']","[{'item': 64336338}, {'item': 97986084}, {'item': 91319693}, {'item': 73621519}, {'item': 10913273}, {'item': 90423865}, {'item': 33404266}, {'item': 5820145}, {'item': 47404660}, {'item': 53871980}, {'item': 2304761}, {'item': 84385934}, {'item': 84692423}, {'item': 42257797}, {'item': 96202960}, {'item': 5290772}, {'item': 31663539}, {'item': 26050996}, {'item': 78251999}]",Land use,Land cover,Biome,['Life On Land'],Life On Land,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-3.4463824591172654
7790102,2012,article,125,3,"['Eva E. Stüeken', 'David C. Catling', 'Roger Buick']","['Earth and Space Research', 'University of Washington', 'Earth and Space Research', 'University of Washington', 'Earth and Space Research', 'University of Washington']","[{'item': 21666571}, {'item': 13541668}, {'item': 95901455}, {'item': 59636537}, {'item': 8474938}, {'item': 79436361}, {'item': 99157968}, {'item': 33031403}, {'item': 3776611}, {'item': 85691171}, {'item': 97919429}, {'item': 74870016}, {'item': 47115900}, {'item': 44414468}, {'item': 4046361}, {'item': 68397669}, {'item': 51511330}, {'item': 68803137}, {'item': 42435008}, {'item': 53844630}, {'item': 48896262}, {'item': 10077813}, {'item': 64655519}, {'item': 59812536}, {'item': 83879686}, {'item': 88081870}, {'item': 43969868}, {'item': 45681157}, {'item': 71028188}, {'item': 2847249}, {'item': 17821469}, {'item': 14126738}, {'item': 80923668}, {'item': 87656929}, {'item': 14666152}, {'item': 473920}, {'item': 80959007}, {'item': 19419247}, {'item': 81393613}, {'item': 85823704}, {'item': 52743096}, {'item': 53113604}, {'item': 34823394}, {'item': 56138911}, {'item': 70898318}, {'item': 66930535}, {'item': 14872530}, {'item': 98876421}, {'item': 63930248}, {'item': 13649029}, {'item': 40666529}, {'item': 91419518}, {'item': 20139806}, {'item': 96089849}, {'item': 67152287}, {'item': 50358248}, {'item': 4272049}, {'item': 60686691}, {'item': 57399297}, {'item': 67621538}, {'item': 87855705}, {'item': 3046227}, {'item': 63702307}, {'item': 75574642}, {'item': 67729099}, {'item': 59071935}, {'item': 3859950}, {'item': 78411685}, {'item': 41589663}, {'item': 47268495}, {'item': 91955909}, {'item': 15036722}, {'item': 39048248}, {'item': 97774469}, {'item': 4636192}, {'item': 94032307}, {'item': 74852166}, {'item': 43558852}, {'item': 69384651}, {'item': 86749155}, {'item': 17584059}, {'item': 16122140}, {'item': 60506395}, {'item': 46745543}, {'item': 92972787}, {'item': 25655216}, {'item': 37389856}, {'item': 89536733}, {'item': 29387075}, {'item': 77483666}, {'item': 25898018}, {'item': 13323116}, {'item': 58823229}, {'item': 37232109}, {'item': 29458327}, {'item': 25182951}, {'item': 33504613}, {'item': 80919160}, {'item': 47803046}, {'item': 87700429}, {'item': 81720177}, {'item': 16133599}, {'item': 1515927}, {'item': 41440266}, {'item': 66450246}, {'item': 84209004}]",Biogeochemical cycle,Archean,Biosphere,['Life On Land'],Life On Land,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-1.623953366832973
20572608,2012,article,108,9,"['Susan Tarka Sanchez', 'Jeremy Woods', 'Mark Akhurst', 'Matthew Brander', 'Michael O’Hare', 'Terence P. Dawson', 'Robert Edwards', 'Adam Liska', 'R. E. Malpas']","['Life Cycle Engineering (United States)', 'Imperial College London', 'Imperial Consultants', 'Ecometrica (United Kingdom)', 'University of California, Berkeley', 'University of Dundee', 'Joint Research Centre', 'University of Nebraska–Lincoln', 'Shell (United Kingdom)']","[{'item': 3810588}, {'item': 19985998}, {'item': 81245147}, {'item': 3153185}, {'item': 2139314}, {'item': 44909060}, {'item': 14493095}, {'item': 59769311}, {'item': 41759464}, {'item': 78669929}, {'item': 53765995}, {'item': 65325088}, {'item': 15632166}, {'item': 30631963}, {'item': 95314459}, {'item': 24426544}, {'item': 8701005}, {'item': 23051909}, {'item': 23799294}, {'item': 11380185}, {'item': 81722564}, {'item': 7659315}, {'item': 21081862}, {'item': 30061644}, {'item': 55005374}, {'item': 46109415}, {'item': 65278205}, {'item': 38814856}, {'item': 91145442}, {'item': 77914708}, {'item': 76450038}, {'item': 86462671}, {'item': 14515410}, {'item': 56526839}, {'item': 5752917}, {'item': 88418943}, {'item': 90228054}, {'item': 34251607}, {'item': 94957852}, {'item': 84030393}, {'item': 5493827}, {'item': 91372326}, {'item': 32774822}, {'item': 54002717}, {'item': 89539037}, {'item': 72895586}, {'item': 8809104}, {'item': 36117286}, {'item': 22563942}]",Greenhouse gas,"Land use, land-use change and forestry",Life-cycle assessment,['Life On Land'],Life On Land,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-2.465553206105539
91448840,2012,article,83,5,"['Annie Levasseur', 'Pascal Lesage', 'Manuele Margni', 'Miguel Brandão', 'Réjean Samson']","['Polytechnique Montréal', 'Polytechnique Montréal', 'Polytechnique Montréal', 'Joint Research Centre', 'Polytechnique Montréal']","[{'item': 82212882}, {'item': 17565557}, {'item': 56165704}, {'item': 16682619}, {'item': 21738528}, {'item': 81626342}, {'item': 46903202}, {'item': 53502765}, {'item': 54157841}, {'item': 44345087}, {'item': 68931615}, {'item': 33018036}, {'item': 73621519}, {'item': 93049800}, {'item': 59987300}, {'item': 65281981}, {'item': 41399568}, {'item': 37744962}, {'item': 86821079}, {'item': 27429672}, {'item': 35003295}, {'item': 92754492}, {'item': 13428541}, {'item': 20957954}, {'item': 76820228}, {'item': 35244197}, {'item': 89782307}, {'item': 91358952}, {'item': 58926746}, {'item': 59818378}, {'item': 15175349}, {'item': 14123238}, {'item': 27942990}, {'item': 48306556}, {'item': 12539615}, {'item': 34514266}, {'item': 2140092}, {'item': 42869580}, {'item': 14852990}, {'item': 31155665}, {'item': 18137691}, {'item': 34176464}, {'item': 94340059}]",Greenhouse gas,Carbon sequestration,Environmental science,['Life On Land'],Life On Land,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-3.4565348305812833
57281539,2012,article,78,5,"['Lorie Hamelin', 'Uffe Jørgensen', 'Björn Petersen', 'Jørgen E. Olesen', 'Henrik Wenzel']","['University of Southern Denmark', 'Aarhus University', 'Aarhus University', 'Aarhus University', 'University of Southern Denmark']","[{'item': 29306726}, {'item': 2139314}, {'item': 19532604}, {'item': 5959805}, {'item': 17920492}, {'item': 40633062}, {'item': 68757994}, {'item': 88740013}, {'item': 7383430}, {'item': 73792007}, {'item': 15527887}, {'item': 87689914}, {'item': 74856752}, {'item': 7891347}, {'item': 77606478}, {'item': 62316371}, {'item': 88548423}, {'item': 64124719}, {'item': 74938500}, {'item': 90255804}, {'item': 66979199}, {'item': 50947963}, {'item': 62046587}, {'item': 54328851}, {'item': 55208419}, {'item': 61225277}, {'item': 1693814}, {'item': 35322147}, {'item': 31948425}, {'item': 97229397}, {'item': 87347693}, {'item': 39070150}, {'item': 53106377}, {'item': 1466200}, {'item': 27995569}, {'item': 95529067}, {'item': 49798387}, {'item': 5913748}, {'item': 79871556}, {'item': 65283916}, {'item': 44939812}, {'item': 60214755}, {'item': 1333213}, {'item': 61112644}, {'item': 30114887}, {'item': 54116230}, {'item': 60974352}, {'item': 99991299}, {'item': 91372326}, {'item': 85533944}, {'item': 33669579}, {'item': 25460131}]",Environmental science,Soil carbon,Agronomy,['Life On Land'],Life On Land,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"{'value': 2750, 'currency': 'USD', 'value_usd': 2750, 'provenance': 'doaj'}",Missing,-3.0682228016993682
92738257,2013,article,2490,4,"['Anandi Mani', 'Sendhil Mullainathan', 'Eldar Shafir', 'Jiaying Zhao']","['University of Warwick', 'Harvard University', 'Woodrow Wilson International Center for Scholars', 'Princeton University', 'University of British Columbia']","[{'item': 52263230}, {'item': 69143473}, {'item': 61839179}, {'item': 67716131}, {'item': 14708010}, {'item': 38406789}, {'item': 72230}, {'item': 77233152}, {'item': 36696448}, {'item': 34369915}, {'item': 44581471}, {'item': 36588544}, {'item': 26155312}, {'item': 57502027}, {'item': 41134526}, {'item': 38756252}, {'item': 67959312}, {'item': 24747918}, {'item': 71498590}, {'item': 59448283}, {'item': 10642760}, {'item': 6245902}, {'item': 64491114}, {'item': 94137652}, {'item': 65948203}, {'item': 36219415}, {'item': 52121096}, {'item': 24440318}, {'item': 88835665}, {'item': 73975186}, {'item': 70409002}, {'item': 49827775}, {'item': 63760841}, {'item': 48628201}, {'item': 67442699}, {'item': 74743256}, {'item': 89696575}, {'item': 20174856}, {'item': 79557762}]",Poverty,Tamil,Cognition,['No Poverty'],No Poverty,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-4.180630847254958
45610981,2013,article,688,8,"['Joan L. Luby', 'Andy C. Belden', 'Kelly N. Botteron', 'Natasha Marrus', 'Michael P. Harms', 'Casey Babb', 'Tomoyuki Nishino', 'Deanna M. Barch']","['Washington University in St. Louis', 'Washington University in St. Louis', 'Washington University in St. Louis', 'Washington University in St. Louis', 'Washington University in St. Louis', 'Washington University in St. Louis', 'Washington University in St. Louis', 'Washington University in St. Louis']","[{'item': 69591160}, {'item': 26536657}, {'item': 57431517}, {'item': 61839179}, {'item': 21250599}, {'item': 98259380}, {'item': 18474286}, {'item': 12324942}, {'item': 26509391}, {'item': 13195915}, {'item': 14863595}, {'item': 17866122}, {'item': 86951144}, {'item': 90542530}, {'item': 64123248}, {'item': 20223886}, {'item': 15719317}, {'item': 16738009}, {'item': 34369915}, {'item': 65930643}, {'item': 34426720}, {'item': 72773238}, {'item': 85006857}, {'item': 77646124}, {'item': 69012920}, {'item': 20936710}, {'item': 27103015}, {'item': 36317652}, {'item': 20821200}, {'item': 30978594}, {'item': 16534025}, {'item': 42828383}, {'item': 5572777}, {'item': 34666005}, {'item': 79417183}, {'item': 5814964}, {'item': 43815227}, {'item': 19055229}, {'item': 75162581}, {'item': 89127472}, {'item': 51572632}, {'item': 78832098}, {'item': 43282619}, {'item': 68251379}, {'item': 18380652}, {'item': 12815062}]",Medicine,Neuroimaging,Early childhood,['No Poverty'],No Poverty,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-4.011554517211024
85903495,2013,article,19,1,['Markus Fraundorfer'],['German Institute for Global and Area Studies'],"[{'item': 85903495}, {'item': 88083817}, {'item': 54358854}]",Poverty,Food security,Global governance,['Zero Hunger'],Zero Hunger,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-10.85076325365805
1266981,2013,article,10,1,['Russell Bither-Terry'],[],"[{'item': 74345001}, {'item': 32983544}, {'item': 14480382}, {'item': 2692744}, {'item': 94483517}, {'item': 98292572}, {'item': 51928852}, {'item': 21274058}, {'item': 44090127}, {'item': 82478726}, {'item': 54696877}, {'item': 46350917}, {'item': 20895808}, {'item': 47671436}, {'item': 85975320}, {'item': 7611705}, {'item': 55837994}, {'item': 95605194}, {'item': 96807738}, {'item': 7469192}, {'item': 6487286}, {'item': 7727593}, {'item': 9324739}, {'item': 1949651}, {'item': 64656798}, {'item': 63263909}, {'item': 56861917}, {'item': 70791422}, {'item': 38637341}, {'item': 56559414}, {'item': 61087741}, {'item': 90206082}, {'item': 51654493}, {'item': 66138153}, {'item': 93607851}, {'item': 28012029}, {'item': 12151022}, {'item': 96695499}, {'item': 19690113}, {'item': 8918862}, {'item': 84781676}, {'item': 7052447}]",Politics,Zero (linguistics),Political science,['Zero Hunger'],Zero Hunger,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-4.809913481369326
