PMID,Author,Institution,City,State
16265365,Daron Acemoğlu,,,
16265365,James A. Robinson,,,
18474286,Hirokazu Yoshikawa,Harvard University,Cambridge,United States
18474286,J. Lawrence Aber,New York University,New York,United States
18474286,William R. Beardslee,Boston Children's Hospital,Boston,United States
28330236,Pablo Tittonell,Wageningen University & Research,Wageningen,Netherlands
28330236,K.E. Giller,Wageningen University & Research,Wageningen,Netherlands
54504034,Gary W. Evans,Cornell University,Ithaca,United States
54504034,Pilyoung Kim,University of Denver,Denver,United States
7792912,Hazel Hiza,Center for Nutrition Policy and Promotion,,
62665819,Yen Nee Wong,London School of Economics and Political Science,London,United Kingdom
26844126,Sylvia Chant,,,
26844126,Caroline Sweetman,,,
18369456,Daniel Bennett,University of Chicago,Chicago,United States
67273686,Jacqueline Noga,University of Calgary,Calgary,Canada
67273686,Gregor Wolbring,University of Calgary,Calgary,Canada
36556391,Nicole M. Stephens,Northwestern University,Evanston,United States
36556391,Hazel Rose Markus,Stanford University,Stanford,United States
36556391,Stephanie A. Fryberg,University of Arizona,Tucson,United States
51079202,Gavin Turrell,Queensland University of Technology,Brisbane City,Australia
51079202,Michele Haynes,University of Queensland,Saint Lucia,Australia
51079202,Lee-Ann M. Wilson,Queensland University of Technology,Brisbane City,Australia
51079202,Billie Giles‐Corti,Victorian Health Promotion Foundation,,
86759700,Denise Faulks,Université Clermont Auvergne,Clermont-Ferrand,France
86759700,Lori Freedman,Trinity College Dublin,Dublin,Ireland
86759700,S. A. THOMPSON,Cardiff University,Cardiff,United Kingdom
86759700,Darius Sagheri,University Hospital Cologne,Köln,Germany
86759700,Alison Dougall,University of Cologne,Köln,Germany
85036389,Tracie L. Stewart,University of Mississippi,University,United States
85036389,Ioana M. Latu,University of Neuchâtel,Neuchâtel,Switzerland
85036389,Nyla R. Branscombe,University of Kansas,Lawrence,United States
85036389,Nia L. Phillips,University of Prince Edward Island,Charlottetown,Canada
85036389,H. Ted Denney,Georgia State University,Atlanta,United States
72559617,Omidreza Saadatian,National University of Malaysia,Bangi,Malaysia
72559617,Kamaruzzaman Sopian,National University of Malaysia,Bangi,Malaysia
72559617,Elias Salleh,National University of Malaysia,Bangi,Malaysia
13688424,Paul G. Bain,University of Queensland,Saint Lucia,Australia
13688424,Matthew J. Hornsey,University of Queensland,Saint Lucia,Australia
13688424,Renata Bongiorno,University of Queensland,Saint Lucia,Australia
13688424,Carla Jeffries,University of Queensland,Saint Lucia,Australia
68054488,D.L.T. Hegger,Utrecht University,Utrecht,Netherlands
68054488,Machiel Lamers,Maastricht University,Maastricht,Netherlands
68054488,Annemarie van Zeijl‐Rozema,Wageningen University & Research,Wageningen,Netherlands
68054488,Carel Dieperink,Maastricht University,Maastricht,Netherlands
57904578,Brian Stone,Georgia Institute of Technology,Atlanta,United States
57904578,Jason Vargo,Georgia Institute of Technology,Atlanta,United States
57904578,Dana Habeeb,Georgia Institute of Technology,Atlanta,United States
90822856,Durk Nijdam,Netherlands Environmental Assessment Agency,Soest,Netherlands
90822856,Trudy Rood,Netherlands Environmental Assessment Agency,Soest,Netherlands
90822856,Henk Westhoek,Netherlands Environmental Assessment Agency,Soest,Netherlands
80304216,Sébastien Dupont,Procédés Alimentaires et Microbiologiques,,
80304216,Guillaume Lemetais,Université de Bourgogne,Dijon,France
80304216,Thierry Ferreira,Procédés Alimentaires et Microbiologiques,,
80304216,Philippe Cayot,Université de Bourgogne,Dijon,France
80304216,Patrick Gervais,Procédés Alimentaires et Microbiologiques,,
80304216,Laurent Beney,Université de Bourgogne,Dijon,France
12495567,Gregory J. Retallack,University of Oregon,Eugene,United States
10750829,Thomas Koellner,University of Bayreuth,Bayreuth,Germany
10750829,Laura de Baan,ETH Zurich,Zürich,Switzerland
10750829,Tabea Beck,University of Stuttgart,Stuttgart,Germany
10750829,Miguel Brandão,Joint Research Centre,,
10750829,Bárbara Civit,National Technological University,,
10750829,Mark Goedkoop,PRé Consultants,,
10750829,Manuele Margni,Polytechnique Montréal,Montréal,Canada
10750829,Llorenç Milà i Canals,Unilever (United Kingdom),Granton,United Kingdom
10750829,Ruedi Müller‐Wenk,University of St. Gallen,St. Gallen,Switzerland
10750829,Bo P. Weidema,University of St. Gallen,St. Gallen,Switzerland
10750829,Bastian Wittstock,University of Stuttgart,Stuttgart,Germany
7790102,Eva E. Stüeken,Earth and Space Research,Seattle,United States
7790102,David C. Catling,University of Washington,Seattle,United States
7790102,Roger Buick,Earth and Space Research,Seattle,United States
20572608,Susan Tarka Sanchez,Life Cycle Engineering (United States),North Charleston,United States
20572608,Jeremy Woods,Imperial College London,London,United Kingdom
20572608,Mark Akhurst,Imperial Consultants,London,United Kingdom
20572608,Matthew Brander,Ecometrica (United Kingdom),Granton,United Kingdom
20572608,Michael O’Hare,"University of California, Berkeley",Berkeley,United States
20572608,Terence P. Dawson,University of Dundee,,
20572608,Robert Edwards,Joint Research Centre,,
20572608,Adam Liska,University of Nebraska–Lincoln,Lincoln,United States
20572608,R. E. Malpas,Shell (United Kingdom),Granton,United Kingdom
91448840,Annie Levasseur,Polytechnique Montréal,Montréal,Canada
91448840,Pascal Lesage,Polytechnique Montréal,Montréal,Canada
91448840,Manuele Margni,Polytechnique Montréal,Montréal,Canada
91448840,Miguel Brandão,Joint Research Centre,,
91448840,Réjean Samson,Polytechnique Montréal,Montréal,Canada
57281539,Lorie Hamelin,University of Southern Denmark,Odense,Denmark
57281539,Uffe Jørgensen,Aarhus University,Aarhus,Denmark
57281539,Björn Petersen,Aarhus University,Aarhus,Denmark
57281539,Jørgen E. Olesen,Aarhus University,Aarhus,Denmark
57281539,Henrik Wenzel,University of Southern Denmark,Odense,Denmark
92738257,Anandi Mani,University of Warwick,Coventry,United Kingdom
92738257,Sendhil Mullainathan,Harvard University,Cambridge,United States
92738257,Eldar Shafir,Woodrow Wilson International Center for Scholars,Washington,United States
92738257,Jiaying Zhao,Princeton University,Princeton,United States
45610981,Joan L. Luby,Washington University in St. Louis,St. Louis,United States
45610981,Andy C. Belden,Washington University in St. Louis,St. Louis,United States
45610981,Kelly N. Botteron,Washington University in St. Louis,St. Louis,United States
45610981,Natasha Marrus,Washington University in St. Louis,St. Louis,United States
45610981,Michael P. Harms,Washington University in St. Louis,St. Louis,United States
45610981,Casey Babb,Washington University in St. Louis,St. Louis,United States
45610981,Tomoyuki Nishino,Washington University in St. Louis,St. Louis,United States
45610981,Deanna M. Barch,Washington University in St. Louis,St. Louis,United States
85903495,Markus Fraundorfer,German Institute for Global and Area Studies,Hamburg,Germany
1266981,Russell Bither-Terry,,,
93344641,René T. Proyer,University of Zurich,Zürich,Switzerland
93344641,Fabian Gander,University of Zurich,Zürich,Switzerland
93344641,Sara Wellenzohn,University of Zurich,Zürich,Switzerland
93344641,Willibald Ruch,University of Zurich,Zürich,Switzerland
16496058,Julie A. Brunson,University of Houston,Houston,United States
16496058,Camilla S. Øverup,University of Houston,Houston,United States
16496058,Mai-Ly Nguyen,University of Houston,Houston,United States
16496058,Sarah A. Novak,Hofstra University,Hempstead,United States
16496058,C. Veronica Smith,University of Mississippi,University,United States
49921085,Joachim Walther,,,
49921085,Nicola Sochacka,,,
49921085,Nadia Kellam,,,
41370168,Nicholas Spaull,,,
39703522,Georgina Waylen,University of Manchester,Manchester,United Kingdom
18136600,Naila Kabeer,SOAS University of London,London,United Kingdom
18136600,Luisa Natali,University College London,London,United Kingdom
74852572,Alison O’Mara-Eves,London School of Economics and Political Science,London,United Kingdom
74852572,Ginny Brunton,University of East London,London,United Kingdom
74852572,David McDaid,London School of Economics and Political Science,London,United Kingdom
74852572,Sandy Oliver,University of East London,London,United Kingdom
74852572,Janet Kavanagh,Barts Health NHS Trust,London,United Kingdom
26340525,Abdul Jabbar Abdullah,Deakin University,,
26340525,Hristos Doucouliagos,Deakin University,,
36319947,Vivian Li,Yale University,New Haven,United States
36319947,Brian Spitzer,"California State University, Chico",Chico,United States
36319947,Kristina R. Olson,Yale University,New Haven,United States
32708934,Edison J. Trickett,University of Illinois Chicago,Chicago,United States
32708934,Sarah Beehler,VA Boston Healthcare System,Boston,United States
61430128,Michael Osborne,University of Glasgow,Glasgow,United Kingdom
61430128,Peter Kearns,RMIT University,Melbourne,Australia
34458407,Esther H.K. Yung,Hong Kong Polytechnic University,Hong Kong,Hong Kong
34458407,Edwin H.W. Chan,Hong Kong Polytechnic University,Hong Kong,Hong Kong
34458407,Ying Xu,Hunan University,Chang Sha Shi,China
75007576,Dorothy M. Daley,University of Kansas,Lawrence,United States
75007576,Elaine B. Sharp,University of Kansas,Lawrence,United States
75007576,Jungah Bae,Florida State University,Tallahassee,United States
72171839,Aaron M. McCright,Michigan State University,East Lansing,United States
72171839,Riley E. Dunlap,Oklahoma State University Oklahoma City,Oklahoma City,United States
72171839,Chenyang Xiao,American University,Washington,United States
58955683,Laura de Baan,ETH Zurich,Zürich,Switzerland
58955683,Christopher Mutel,ETH Zurich,Zürich,Switzerland
58955683,Michael Curran,ETH Zurich,Zürich,Switzerland
58955683,Stefanie Hellweg,ETH Zurich,Zürich,Switzerland
58955683,Thomas Koellner,University of Bayreuth,Bayreuth,Germany
7250982,Rodrigo A.F. Alvarenga,Ghent University,Gent,Belgium
7250982,Jo Dewulf,Ghent University,Gent,Belgium
7250982,Herman Van Langenhove,Ghent University,Gent,Belgium
7250982,Mark A. J. Huijbregts,Radboud University Nijmegen,Nijmegen,Netherlands
1657758,Hugo Beraldi-Campesi,Universidad Nacional Autónoma de México,Ciudad de México,Mexico
53735692,Sharon Klein,University of Maine,Orono,United States
53735692,Edward S. Rubin,Carnegie Mellon University,Pittsburgh,United States
97054034,Helen Brunger,University of Surrey,Guildford,United Kingdom
97054034,Jonathan Serrato,Youth Services Bureau of Ottawa,Ottawa,Canada
97054034,Jane Ogden,University of Surrey,Guildford,United Kingdom
3707091,Johannes Haushofer,Princeton University,Princeton,United States
3707091,Ernst Fehr,Woodrow Wilson International Center for Scholars,Washington,United States
58022937,Sabina Alkire,University of Oxford,Oxford,United Kingdom
58022937,María Emma Santos,Universidad Nacional del Sur,Bahía Blanca,Argentina
73088975,Rômulo Paes-Sousa,United Nations Development Programme,,
15869286,Tamara J. Moore,Purdue University System,,
15869286,Aran Glancy,University of Minnesota,Minneapolis,United States
15869286,Kristina Tank,University of Minnesota,Minneapolis,United States
15869286,Jennifer Kersten,University of Minnesota,Minneapolis,United States
15869286,Karl A. Smith,University of Minnesota,Minneapolis,United States
15869286,Micah Stohlmann,Purdue University System,,
14671425,Khanchitpol Yousapronpaiboon,Khon Kaen University,Khon Kaen,Thailand
5620460,Marleen J. E. Klaassen,University of Amsterdam,Amsterdam,Netherlands
5620460,Jochen Peter,University of Amsterdam,Amsterdam,Netherlands
63954410,Matt Anderson,,,
89486010,Gerhard Meisenberg,Ross University School of Veterinary Medicine,Basseterre,Saint Kitts and Nevis
89486010,Michael A. Woodley of Menie,University of Arizona,Tucson,United States
84729403,Marie‐Anne Durand,University of Hertfordshire,Ayot Saint Peter,United Kingdom
84729403,Lewis Carpenter,University of Hertfordshire,Ayot Saint Peter,United Kingdom
84729403,Hayley Dolan,University of Hertfordshire,Ayot Saint Peter,United Kingdom
84729403,Paulina Bravo,Pontificia Universidad Católica de Chile,Santiago,Chile
84729403,Mala Mann,Cardiff University,Cardiff,United Kingdom
84729403,Frances Bunn,University of Hertfordshire,Ayot Saint Peter,United Kingdom
84729403,Glyn Elwyn,Dartmouth College,Hanover,United States
80081334,Frances Hillier-Brown,Durham University,Durham,United Kingdom
80081334,Clare Bambra,Durham University,Durham,United Kingdom
80081334,Joanne‐Marie Cairns,Durham University,Durham,United Kingdom
80081334,Adetayo Kasim,Durham University,Durham,United Kingdom
80081334,Helen Moore,Durham University,Durham,United Kingdom
80081334,Carolyn Summerbell,Durham University,Durham,United Kingdom
41863612,Terje Andreas Eikemo,Norwegian University of Science and Technology,Trondheim,Norway
41863612,Rasmus Hoffmann,Erasmus MC,Rotterdam,Netherlands
41863612,Margarete C. Kulik,Erasmus MC,Rotterdam,Netherlands
41863612,Ivana Kulhánová,Erasmus MC,Rotterdam,Netherlands
41863612,Marlen Toch-Marquardt,Erasmus MC,Rotterdam,Netherlands
41863612,Gwenn Menvielle,Norwegian University of Science and Technology,Trondheim,Norway
41863612,Caspar W. N. Looman,Erasmus MC,Rotterdam,Netherlands
41863612,Domantas Jasilionis,Institut Pierre Louis d‘Épidémiologie et de Santé Publique,,
41863612,Pekka Martikainen,Inserm,,
41863612,Olle Lundberg,Sorbonne Université,Paris,France
41863612,Johan P. Mackenbach,Erasmus MC,Rotterdam,Netherlands
71881196,Alison McFadden,University of Dundee,,
71881196,Jonathan Green,University of York,Heslington,United Kingdom
71881196,Victoria Williams,Tunbridge Wells Hospital,Royal Tunbridge Wells,United Kingdom
71881196,Jenny McLeish,University of York,Heslington,United Kingdom
71881196,Felicia McCormick,Brunel University of London,London,United Kingdom
71881196,Julia Fox‐Rushby,University of Dundee,,
84229060,Bonizella Biagini,United Nations Development Programme,,
84229060,Rosina Bierbaum,University of Michigan–Ann Arbor,Ann Arbor,United States
84229060,Missy Stults,University of Michigan–Ann Arbor,Ann Arbor,United States
84229060,Saliha Dobardzic,Global Environment Facility,,
84229060,Shannon M. McNeeley,Colorado State University,Fort Collins,United States
40223917,Tim Kurz,University of Exeter,Exeter,United Kingdom
40223917,Benjamin Gardner,University College London,London,United Kingdom
40223917,Bas Verplanken,University of Bath,Bath,United Kingdom
40223917,Charles Abraham,University of Exeter,Exeter,United Kingdom
50492380,Connie Roser‐Renouf,George Mason University,Fairfax,United States
50492380,Edward Maibach,George Mason University,Fairfax,United States
50492380,Anthony Leiserowitz,Yale University,New Haven,United States
50492380,Xiaoquan Zhao,George Mason University,Fairfax,United States
46438005,Kerri L. Steenwerth,Agricultural Research Service,,
46438005,Amanda K. Hodson,United States Department of Agriculture,,
46438005,Arnold J. Bloom,"University of California, Davis",Davis,United States
46438005,Michael R. Carter,"University of California, Davis",Davis,United States
46438005,Andrea Cattaneo,"University of California, Davis",Davis,United States
46438005,C.J. Chartres,Food and Agriculture Organization of the United Nations,,
46438005,Jerry L. Hatfield,University of Canberra,Bruce,Australia
46438005,Kevin Henry,National Laboratory for Agriculture and the Environment,Ames,United States
46438005,J. W. Hopmans,"University of California, Davis",Davis,United States
46438005,William R. Horwáth,"University of California, Davis",Davis,United States
46438005,Bryan M. Jenkins,"University of California, Davis",Davis,United States
46438005,E. Kebreab,"University of California, Davis",Davis,United States
46438005,Rik Leemans,Wageningen University & Research,Wageningen,Netherlands
46438005,Leslie Lipper,Food and Agriculture Organization of the United Nations,,
46438005,Mark Lubell,International Food Policy Research Institute,,
46438005,Siwa Msangi,World Agroforestry Centre,,
46438005,Ravi Prabhu,Centro Internacional de Mejoramiento de Maíz Y Trigo,,
46438005,Matthew Reynolds,"University of California, Davis",Davis,United States
46438005,Samuel Sandoval‐Solis,Washington State University,Pullman,United States
46438005,William M. Sischo,"University of California, Davis",Davis,United States
46438005,Michael Springborn,Wageningen University & Research,Wageningen,Netherlands
46438005,Pablo Tittonell,"University of California, Davis",Davis,United States
46438005,Stephen Wheeler,University of Copenhagen,København,Denmark
46438005,Sonja J. Vermeulen,University of Vermont,Burlington,United States
46438005,Eva Wollenberg,"University of California, Davis",Davis,United States
46438005,Lovell S. Jarvis,"University of California, Davis",Davis,United States
84426935,Joost Vervoort,University of Oxford,Oxford,United Kingdom
84426935,Philip K. Thornton,"Climate Change, Agriculture and Food Security",,
84426935,Patti Kristjanson,International Livestock Research Institute,,
84426935,Wiebke Förch,"Climate Change, Agriculture and Food Security",,
84426935,Polly Ericksen,"Climate Change, Agriculture and Food Security",,
84426935,Kasper Kok,"Climate Change, Agriculture and Food Security",,
84426935,John Ingram,International Livestock Research Institute,,
84426935,Mario Herrero,Wageningen University & Research,Wageningen,Netherlands
84426935,Amanda Palazzo,Natural Environment Research Council,,
84426935,Ariella E.S. Helfgott,University of Oxford,Oxford,United Kingdom
84426935,Angela Wilkinson,International Livestock Research Institute,,
84426935,Peter Havlík,Commonwealth Scientific and Industrial Research Organisation,,
84426935,Daniel Mason-D’Croz,International Institute for Applied Systems Analysis,,
84426935,Chris Jost,University of Adelaide,Adelaide,Australia
58040243,Andrew Stevenson,Queen's University Belfast,Belfast,United Kingdom
58040243,J. Burkhardt,University of Bonn,Bonn,Germany
58040243,Charles S. Cockell,University of Edinburgh,Edinburgh,United Kingdom
58040243,Jonathan A. Cray,Queen's University Belfast,Belfast,United Kingdom
58040243,Jan Dijksterhuis,Westerdijk Fungal Biodiversity Institute,Utrecht,Netherlands
58040243,Mark Fox‐Powell,University of Edinburgh,Edinburgh,United Kingdom
58040243,Terence P. Kee,University of Leeds,Leeds,United Kingdom
58040243,Gerhard Kminek,European Space Research and Technology Centre,Noordwijk,Netherlands
58040243,Terry J. McGenity,University of Essex,,
58040243,Kenneth N. Timmis,Technische Universität Braunschweig,Braunschweig,Germany
58040243,David J. Timson,Queen's University Belfast,Belfast,United Kingdom
58040243,Mary A. Voytek,Conditions Extrêmes et Matériaux Haute Température et Irradiation,,
58040243,Francès Westall,Centre de Biophysique Moléculaire,,
58040243,Michail M. Yakimov,Centre National de la Recherche Scientifique,Paris,France
58040243,John E. Hallsworth,Institute for Coastal Marine Environment,,
86073130,Danielle Maia de Souza,Joint Research Centre,,
86073130,Ricardo F. M. Teixeira,Swedish University of Agricultural Sciences,Uppsala,Sweden
86073130,Ole Ostermann,University of Antwerp,Antwerpen,Belgium
38998657,Konstantinos Konstantinidis,Universität der Bundeswehr München,Neubiberg,Germany
38998657,Claudio L. Flores Martinez,Heidelberg University,Heidelberg,Germany
38998657,Bernd Dachwald,RWTH Aachen University,Aachen,Germany
38998657,Andreas Ohndorf,Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR),Köln,Germany
38998657,Paul Dykta,Universität der Bundeswehr München,Neubiberg,Germany
38998657,Pascal Bowitz,Universität der Bundeswehr München,Neubiberg,Germany
38998657,Martin Rudolph,Universität der Bundeswehr München,Neubiberg,Germany
38998657,Ilya Digel,RWTH Aachen University,Aachen,Germany
38998657,Julia Kowalski,RWTH Aachen University,Aachen,Germany
38998657,Konstantin Voigt,Universität der Bundeswehr München,Neubiberg,Germany
38998657,Roger Förstner,Universität der Bundeswehr München,Neubiberg,Germany
3377729,Nicole Hair,University of Michigan–Ann Arbor,Ann Arbor,United States
3377729,Jamie L. Hanson,Duke University,Durham,United States
3377729,Barbara Wolfe,University of Wisconsin–Madison,Madison,United States
3377729,Seth D. Pollak,University of Wisconsin–Madison,Madison,United States
35528844,Betsy Kohler,Centers for Disease Control and Prevention,,
35528844,Recinda Sherman,National Center for Health Statistics,,
35528844,Nadia Howlader,Temple University,Philadelphia,United States
35528844,Ahmedin Jemal,Information Management Services,,
35528844,A. Blythe Ryerson,National Cancer Institute,,
35528844,Kevin Henry,New York State Department of State,Northville,United States
35528844,Francis P. Boscoe,North American Association of Central Cancer Registries,,
35528844,Kathleen A. Cronin,American Cancer Society,,
35528844,Andrew Lake,North American Association of Central Cancer Registries,,
35528844,Anne‐Michelle Noone,American Cancer Society,,
35528844,S. Jane Henley,Centers for Disease Control and Prevention,,
35528844,Christie R. Eheman,National Center for Health Statistics,,
35528844,Robert N. Anderson,Information Management Services,,
35528844,Lynne Penberthy,National Cancer Institute,,
9341572,Stefan Bouzarovski,University of Manchester,Manchester,United Kingdom
9341572,Saška Petrova,University of Manchester,Manchester,United Kingdom
12585314,Mikel González‐Eguino,University of the Basque Country,Leioa,Spain
27794065,Christophe Béné,International Center for Tropical Agriculture,,
27794065,Robert Arthur,University of Washington,Seattle,United States
27794065,Hannah Norbury,Seattle University,Seattle,United States
27794065,Edward H. Allison,University of Stirling,,United Kingdom
27794065,M.C.M. Beveridge,Wageningen University & Research,Wageningen,Netherlands
27794065,Simon R. Bush,Queen Mary University of London,London,United Kingdom
27794065,Liam Campling,University of Stirling,,United Kingdom
27794065,Will Leschen,University of Stirling,,United Kingdom
27794065,David C. Little,"University of California, San Diego",San Diego,United States
27794065,Dale Squires,Stockholm Resilience Centre,,
14639810,Reshma Gills,Indian Agricultural Research Institute,New Delhi,India
14639810,J.P. Sharma,Indian Agricultural Research Institute,New Delhi,India
14639810,Tulsi Bhardwaj,Indian Agricultural Research Institute,New Delhi,India
3928298,Emily A. Impett,University of Toronto,,
3928298,Amy Muise,University of Toronto,,
3928298,Natalie O. Rosen,Dalhousie University,Halifax,Canada
63881624,Martin Binder,Bard College Berlin,Berlin,Germany
22437552,David A. Cook,,,
22437552,Darcy A. Reed,,,
93831814,Laura A. Schindler,Laureate Education,,
93831814,Sarah Puls-Elvidge,Laureate Learning Systems (United States),Winooski,United States
93831814,Heather Welzant,Laureate Education,,
93831814,Linda Crawford,Laureate Learning Systems (United States),Winooski,United States
73574342,Pauline Slot,Utrecht University,Utrecht,Netherlands
73574342,Paul Leseman,Utrecht University,Utrecht,Netherlands
73574342,Josje Verhagen,Utrecht University,Utrecht,Netherlands
73574342,Hanna Mulder,Utrecht University,Utrecht,Netherlands
12181133,Andréa Cornwall,University of Sussex,Falmer,United Kingdom
12181133,Althea-Maria Rivas,University of Bath,Bath,United Kingdom
84324230,Naila Kabeer,London School of Economics and Political Science,London,United Kingdom
68062236,Paul J. Fleming,University of North Carolina at Chapel Hill,Chapel Hill,United States
68062236,Jennifer McCleary‐Sills,World Bank Group,,
68062236,Matthew Morton,World Bank Group,,
68062236,Ruti Levtov,Promundo,Washington,United States
68062236,Brian Heilman,International Center for Research on Women,,
68062236,Gary Barker,Promundo,Washington,United States
8610427,Fiona Lambe,,,
8610427,Marie Jürisoo,,,
8610427,Hanna Wanjiru,,,
8610427,acqueline Senyagwa,,,
27694829,Duu‐Jong Lee,National Taiwan University,Taipei,Taiwan
27694829,Jinyue Yan,National Taiwan University of Science and Technology,Taipei,Taiwan
27694829,S.K. Chou,KTH Royal Institute of Technology,Stockholm,Sweden
27694829,Umberto Desideri,Mälardalen University,Västerås,Sweden
18611223,Stephen W. Raudenbush,University of Chicago,Chicago,United States
18611223,Rob Eschmann,University of Chicago,Chicago,United States
92260601,Lani Florian,University of Edinburgh,Edinburgh,United Kingdom
34103760,Janet Harris,University of Sheffield,Sheffield,United Kingdom
34103760,Jane Springett,University of Alberta,Edmonton,Canada
34103760,Liz Croot,University of Sheffield,Sheffield,United Kingdom
34103760,Andrew Booth,University of Sheffield,Sheffield,United Kingdom
34103760,Fiona Campbell,University of Sheffield,Sheffield,United Kingdom
34103760,Jill Thompson,University of Sheffield,Sheffield,United Kingdom
34103760,Elizabeth Goyder,University of Sheffield,Sheffield,United Kingdom
34103760,Patrice Van Cleemput,University of Sheffield,Sheffield,United Kingdom
34103760,Emma Wilkins,University of Alberta,Edmonton,Canada
34103760,Yajing Yang,University of Alberta,Edmonton,Canada
7282850,Johan P. Mackenbach,,,
2240257,Umberto Berardi,Toronto Metropolitan University,Toronto,Canada
42066040,Syakir Amir,International Islamic University Malaysia,Kuala Lumpur,Malaysia
42066040,Mariana Mohamed Osman,International Islamic University Malaysia,Kuala Lumpur,Malaysia
42066040,Syahriah Bachok,International Islamic University Malaysia,Kuala Lumpur,Malaysia
42066040,Mansor H. Ibrahim,International Islamic University Malaysia,Kuala Lumpur,Malaysia
82710433,Shangyi Zhou,Beijing Normal University,Beijing,China
82710433,Zhang Shao-bo,Beijing Normal University,Beijing,China
89210556,Linda Trimurni Maas,University of North Sumatra,Medan,Indonesia
89210556,Sirojuzilam Hasyim,University of North Sumatra,Medan,Indonesia
89210556,Erlina Erlina,University of North Sumatra,Medan,Indonesia
89210556,Badaruddin Badaruddin,University of North Sumatra,Medan,Indonesia
34480797,Paul G. Bain,Queensland University of Technology,Brisbane City,Australia
34480797,Taciano L. Milfont,Victoria University of Wellington,Wellington,New Zealand
34480797,Yoshihisa Kashima,University of Melbourne,Parkville,Australia
34480797,Michał Bilewicz,University of Warsaw,Warszawa,Poland
34480797,Guy Doron,Reichman University,Hertsliya,Israel
34480797,Ragna B. Garðarsdóttir,University of Iceland,Reykjavík,Iceland
34480797,Valdiney V. Gouveia,Universidade Federal da Paraíba,João Pessoa,Brazil
34480797,Yanjun Guan,University of Surrey,Guildford,United Kingdom
34480797,Lars‐Olof Johansson,University of Gothenburg,Gothenburg,Sweden
34480797,Carlota Pasquali,Simón Bolívar University,Ciudad de México,Mexico
34480797,Vı́ctor Corral-Verdugo,Universidad de Sonora,,
34480797,Juan Ignacio Aragonés,Universidad Complutense de Madrid,Madrid,Spain
34480797,Akira Utsugi,Universidad Complutense de Madrid,Madrid,Spain
34480797,Christophe Demarque,Université Toulouse - Jean Jaurès,Toulouse,France
34480797,Siegmar Otto,Otto-von-Guericke University Magdeburg,Magdeburg,Germany
34480797,Joonha Park,Nagoya University of Commerce and Business,Nisshin,Japan
34480797,Martin Soland,University of Zurich,Zürich,Switzerland
34480797,Linda Steg,University of Groningen,Groningen,Netherlands
34480797,Roberto González,Pontificia Universidad Católica de Chile,Santiago,Chile
34480797,Надежда Лебедева,National Research University Higher School of Economics,Moskva,Russia
34480797,Ole Jacob Madsen,University of Oslo,Oslo,Norway
34480797,Claire Wagner,University of Pretoria,Pretoria,South Africa
34480797,Charity S. Akotia,University of Ghana,Accra,Ghana
34480797,Tim Kurz,University of Exeter,Exeter,United Kingdom
34480797,José L. Sáiz,Universidad de La Frontera,Temuco,Chile
34480797,P. Wesley Schultz,"California State University, San Marcos",San Marcos,United States
34480797,Gró Einarsdóttir,University of Gothenburg,Gothenburg,Sweden
34480797,Nína M. Saviolidis,University of Iceland,Reykjavík,Iceland
18185559,Eric P. Hoberg,Agricultural Research Service,,
18185559,Daniel R. Brooks,University of Nebraska–Lincoln,Lincoln,United States
3151702,Sebastian Bamberg,Hochschule Bielefeld,Bielefeld,Germany
3151702,Jonas Rees,Hochschule Bielefeld,Bielefeld,Germany
3151702,Sebastian Seebauer,Bielefeld University,Bielefeld,Germany
46692722,Sander Chan,German Institute of Development and Sustainability,Bonn,Germany
46692722,Harro van Asselt,University of Oxford,Oxford,United Kingdom
46692722,Thomas Hale,Arizona State University,Tempe,United States
46692722,Kenneth W. Abbott,"Stiftung Wissenschaft und Politik, German Institute for International and Security Affairs",Berlin,Germany
46692722,Marianne Beisheim,University of Toronto,,
46692722,Matthew J. Hoffmann,Natural Resources Defense Council,,
46692722,Brendan Guy,NewClimate Institute,,
46692722,Niklas Höhne,Yale University,New Haven,United States
46692722,Angel Hsu,Vrije Universiteit Amsterdam,Amsterdam,Netherlands
46692722,Philipp Pattberg,German Institute of Development and Sustainability,Bonn,Germany
46692722,Pieter Pauw,Institut du Développement Durable et des Relations Internationales,,
46692722,Céline Ramstein,Vrije Universiteit Amsterdam,Amsterdam,Netherlands
89755805,Michele M. Betsill,,,
89755805,Navroz K. Dubash,,,
89755805,Matthew Paterson,,,
89755805,Harro van Asselt,,,
89755805,Antto Vihma,,,
89755805,Harald Winkler,,,
53540757,Zoltán Csiki‐Sava,University of Bucharest,București,Romania
53540757,Éric Buffetaut,Laboratoire de Géologie de l’École Normale Supérieure,Paris,France
53540757,Attila Ősi,Eötvös Loránd University,Budapest,Hungary
53540757,Xabier Pereda Suberbiola,University of the Basque Country,Leioa,Spain
53540757,Stephen L. Brusatte,University of Edinburgh,Edinburgh,United Kingdom
7889959,Jannick Schmidt,Aalborg University,Aalborg,Denmark
7889959,Bo P. Weidema,Aalborg University,Aalborg,Denmark
7889959,Miguel Brandão,Massey University,,
28761527,Ricardo F. M. Teixeira,University of Antwerp,Antwerpen,Belgium
28761527,Danielle Maia de Souza,Swedish University of Agricultural Sciences,Uppsala,Sweden
28761527,Michael Curran,ETH Zurich,Zürich,Switzerland
